Budget	Avg Rating	Month	Class	Movie Title	Performance Ratio	Genres
58000000.00	2.860714286	1	0	Red Tails (2012)	0.87	Action|Adventure|Drama|War
175000000.00	3.064910026	12	0	47 Ronin (2013)	0.87	Action|Adventure|Fantasy
35000000.00	2.633070866	2	0	Queen of the Damned (2002)	0.87	Fantasy|Horror
20000000.00	2.774074074	3	0	12 Rounds (2009)	0.87	Action|Thriller
72000000.00	3.39244186	6	0	Two Brothers (Deux frères) (2004)	0.86	Adventure|Children|Drama
10000000.00	2.657957245	5	0	MacGruber (2010)	0.86	Action|Comedy
42000000.00	2.927272727	1	0	One for the Money (2012)	0.86	Action|Comedy|Crime
70000000.00	2.761760243	11	0	I Spy (2002)	0.86	Action|Adventure|Comedy|Crime
55000000.00	2.899860918	3	0	Hunted, The (2003)	0.86	Action|Drama|Thriller
950000.00	3.5	9	0	Charly (2002)	0.86	Comedy|Drama|Romance
13000000.00	3.044520548	2	0	Astronaut Farmer, The (2007)	0.86	Drama
13700000.00	3.227272727	12	0	Ca$h (2008)	0.86	Action|Comedy|Crime|Thriller
32000000.00	2.741428571	3	0	Incredible Burt Wonderstone, The (2013)	0.86	Comedy
35000000.00	3.321428571	11	0	Mandela: Long Walk to Freedom (2013)	0.85	Drama
35000000.00	3.087898089	9	0	Four Feathers, The (2002)	0.85	Adventure|War
15000000.00	2.455382436	9	0	Highlander: Endgame (Highlander IV) (2000)	0.85	Action|Adventure|Fantasy
1000000.00	3.671515152	7	0	I Origins (2014)	0.85	Drama|Sci-Fi
29000000.00	2.184757506	11	0	Seed of Chucky (Child's Play 5) (2004)	0.85	Comedy|Horror
1000000.00	3.452380952	4	0	Brigham City (2001)	0.85	Crime|Drama|Mystery
50000000.00	3.189328744	3	0	Basic (2003)	0.85	Drama|Thriller|War
20000000.00	2.052863436	7	0	Country Bears, The (2002)	0.85	Children|Comedy
15250000.00	3.22696737	3	0	Slither (2006)	0.85	Comedy|Horror|Sci-Fi
20000000.00	3.227803738	8	0	Death Sentence (2007)	0.85	Drama|Thriller
56000000.00	3.004867257	4	0	Walking Tall (2004)	0.84	Action
15000000.00	2.953125	8	0	Idlewild (2006)	0.84	Crime|Drama|Musical
60000000.00	2.455223881	7	0	Meet Dave (2008)	0.84	Adventure|Children|Comedy|Romance|Sci-Fi
70000000.00	2.355555556	1	0	Legend of Hercules, The (2014)	0.84	Action|Adventure
50000000.00	2.987525988	9	0	Gamer (2009)	0.84	Action|Sci-Fi|Thriller
50000000.00	2.940029985	9	0	Into the Blue (2005)	0.84	Action|Adventure|Crime|Thriller
1000000.00	2.914414414	8	0	Battle of Shaker Heights, The (2003)	0.84	Comedy|Drama|Romance
145000000.00	3.047811994	4	0	Sahara (2005)	0.84	Action|Adventure|Comedy
10000000.00	2.068669528	10	0	Bones (2001)	0.84	Horror
21000000.00	2.936403509	8	0	Swing Vote (2008)	0.84	Comedy|Drama
19000000.00	1.830952381	7	0	Thomas and the Magic Railroad (2000)	0.84	Children
20000000.00	2.71875	9	0	Battle of the Year (2013)	0.84	Musical
12000000.00	3.03125	6	0	For Greater Glory: The True Story of Cristiada (2012)	0.84	Drama|War
50000000.00	3.014354067	9	0	Dream House (2011)	0.83	Drama|Mystery|Thriller
80000000.00	3.674907456	12	0	Thirteen Days (2000)	0.83	Drama|Thriller|War
23000000.00	3.175981873	9	0	Vanity Fair (2004)	0.83	Drama|Romance
20000000.00	2.675675676	9	0	Paparazzi (2004)	0.83	Drama|Thriller
40000000.00	2.87195122	11	0	Victor Frankenstein (2015)	0.83	Drama|Horror|Sci-Fi
8000000.00	3.662073967	10	0	It's Kind of a Funny Story (2010)	0.83	Comedy|Drama
15000000.00	2.891025641	10	0	Knockaround Guys (2002)	0.83	Action|Comedy|Crime
16500000.00	3.243801653	9	0	Sydney White (2007)	0.83	Comedy
35000000.00	3.39619883	11	0	Heist (2001)	0.83	Crime|Drama
60000000.00	2.755102041	7	0	Dark Water (2005)	0.82	Drama|Horror|Thriller
100000000.00	1.855461394	7	0	Catwoman (2004)	0.82	Action|Crime|Fantasy
50000000.00	2.647597254	2	0	Drive Angry (2011)	0.82	Action|Fantasy|Thriller
60000000.00	2.719026549	9	0	Black Dahlia, The (2006)	0.82	Crime|Drama|Mystery|Thriller
35000000.00	2.876971609	3	0	The Brothers Grimsby (2016)	0.82	Comedy
17700000.00	3.277777778	7	0	Red Lights (2012)	0.82	Drama|Mystery|Thriller
15000000.00	3.16875	2	0	Dark Blue (2003)	0.82	Action|Crime|Drama|Thriller
500000.00	3.208443272	8	0	Drinking Buddies (2013)	0.81	Comedy|Drama|Romance
15000000.00	3.448350694	4	0	Confidence (2003)	0.81	Crime|Thriller
7000000.00	1.545454545	7	0	Who's Your Caddy? (2007)	0.81	Comedy
8400000.00	3.260869565	3	0	Namastey London (2007)	0.81	Drama|Romance
47000000.00	2.464912281	1	0	Happily N'Ever After (2007)	0.81	Animation|Children|Comedy
18000000.00	3.526607539	10	0	Being Julia (2004)	0.80	Comedy|Drama
109000000.00	3.188012762	12	0	Ali (2001)	0.80	Drama
50000000.00	2.556497175	2	0	Twisted (2004)	0.80	Thriller
25000000.00	3.332228117	10	0	Blindness (2008)	0.80	Drama|Mystery|Romance|Thriller
175000000.00	3.359589041	5	0	King Arthur: Legend of the Sword (2017)	0.80	Action|Adventure|Drama|Fantasy
55000000.00	2.869173729	2	0	Semi-Pro (2008)	0.80	Comedy
14000000.00	2.621621622	10	0	Fun Size (2012)	0.80	Comedy
60000000.00	3.199275362	9	0	Trouble with the Curve (2012)	0.80	Drama
15000000.00	3.8196247	10	0	Mulholland Drive (2001)	0.79	Crime|Drama|Film-Noir|Mystery|Thriller
40000000.00	3.429292929	11	0	Rent (2005)	0.79	Drama|Musical|Romance
60000000.00	3.830633819	9	0	Almost Famous (2000)	0.79	Drama
30000000.00	3.57234957	10	0	North Country (2005)	0.79	Drama
156000000.00	3.529279279	9	0	Deepwater Horizon (2016)	0.79	Drama
85000000.00	2.398456944	11	0	102 Dalmatians (2000)	0.79	Children|Comedy
10000000.00	3.213947991	2	0	Cedar Rapids (2011)	0.79	Comedy
6000000.00	2.608527132	3	0	Miss March (2009)	0.79	Comedy
22000000.00	3.112179487	8	0	Hit and Run (Hit & Run) (2012)	0.78	Action|Comedy|Romance
16000000.00	3.582446809	6	0	People Like Us (2012)	0.78	Drama
77600000.00	2.786764706	12	0	Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012)	0.78	Adventure|Comedy
70000000.00	2.44567757	10	0	Doom (2005)	0.78	Action|Horror|Sci-Fi
40000000.00	2.342105263	6	0	The House (2017)	0.78	Comedy
19400000.00	3.773156089	12	0	Painted Veil, The (2006)	0.78	Drama|Romance
30000000.00	2.642105263	4	0	Hoodwinked Too! Hood vs. Evil (2011)	0.78	Animation|Comedy
120000000.00	3.006418485	5	0	Speed Racer (2008)	0.78	Action|Children|Sci-Fi|IMAX
38000000.00	2.71314741	5	0	Angel Eyes (2001)	0.78	Romance|Thriller
1300000.00	2.81042654	5	0	Girlfriend Experience, The (2009)	0.77	Drama
20000000.00	3.194121249	10	0	Weather Man, The (2005)	0.77	Comedy|Drama
25000000.00	2.280373832	11	0	Half Past Dead (2002)	0.77	Action|Crime|Thriller
1900000.00	3.153846154	7	0	Northfork (2003)	0.76	Drama|Fantasy
25000000.00	3.824461722	12	0	World's Fastest Indian, The (2005)	0.76	Drama
72000000.00	2.325443787	4	0	Driven (2001)	0.76	Action|Thriller
40000000.00	2.918322981	8	0	Art of War, The (2000)	0.75	Action|Thriller
1500000.00	3.30726257	3	0	Ballad of Jack and Rose, The (2005)	0.75	Drama
10000000.00	3.404	3	0	Danny Collins (2015)	0.75	Comedy|Drama
12000000.00	3.485294118	12	0	Cadillac Records (2008)	0.75	Drama|Musical
15000000.00	3.664210526	9	0	Never Let Me Go (2010)	0.74	Drama|Romance|Sci-Fi
20000000.00	2.737623762	10	0	Regression (2015)	0.74	Thriller
32500000.00	2.895184136	2	0	Wanderlust (2012)	0.74	Comedy
14000000.00	2.896838602	2	0	Head Over Heels (2001)	0.74	Comedy|Romance
65000000.00	2.747126437	11	0	Red Dawn (2012)	0.74	Action|War
20000000.00	3.175840979	11	0	Dangerous Method, A (2011)	0.74	Drama|Thriller
20000000.00	3.374338624	12	0	Inherent Vice (2014)	0.74	Comedy|Crime|Drama|Mystery|Romance
18000000.00	3.111692845	9	0	Anything Else (2003)	0.73	Comedy|Drama|Romance
1750000.00	3.116838488	10	0	I Spit on Your Grave (2010)	0.73	Crime|Horror|Thriller
90000000.00	3.238605162	7	0	K-19: The Widowmaker (2002)	0.73	Action|Adventure|Drama|Thriller
20000000.00	2.977477477	10	0	Birth (2004)	0.73	Drama|Mystery
80000000.00	2.47137312	11	0	Little Nicky (2000)	0.73	Comedy
20000000.00	2.336248013	4	0	Envy (2004)	0.73	Comedy
30000000.00	2.647453083	9	0	Mr. 3000 (2004)	0.73	Comedy|Drama
12000000.00	3.165735568	10	0	Running With Scissors (2006)	0.73	Comedy|Drama
30000000.00	2.652519894	8	0	Little Black Book (2004)	0.73	Comedy|Romance
75000000.00	3.219938859	12	0	Spanglish (2004)	0.72	Comedy|Drama|Romance
38000000.00	3.192701665	10	0	Thing, The (2011)	0.72	Horror|Mystery|Sci-Fi|Thriller
15000000.00	2.594776119	3	0	Here on Earth (2000)	0.72	Drama|Romance
16000000.00	2.230769231	9	0	Cookout, The (2004)	0.72	Comedy
30000000.00	3.275494673	9	0	Wicker Park (2004)	0.72	Drama|Romance|Thriller
35000000.00	2.478779841	2	0	Cursed (2005)	0.72	Horror|Thriller
58000000.00	2.875328084	4	0	Leatherheads (2008)	0.71	Comedy|Drama|Romance
35000000.00	3.354223433	3	0	Whiskey Tango Foxtrot (2016)	0.71	Comedy|War
26000000.00	3.224025974	8	0	Curse of the Jade Scorpion, The (2001)	0.71	Comedy
70000000.00	3.036839365	9	0	Sky Captain and the World of Tomorrow (2004)	0.71	Action|Adventure|Sci-Fi
24000000.00	2.841351661	1	0	Win a Date with Tad Hamilton! (2004)	0.71	Comedy|Romance
45000000.00	2.686538462	12	0	Pinocchio (2002)	0.70	Children|Comedy|Fantasy
90000000.00	2.682474227	8	0	Conan the Barbarian (2011)	0.70	Action|Adventure|Fantasy
70000000.00	3.333333333	1	0	The Finest Hours (2016)	0.70	Drama|Thriller
1000000.00	3.551136364	2	0	All the Real Girls (2003)	0.70	Drama|Romance
22000000.00	3.302168022	12	0	Out of the Furnace (Dust to Dust) (Low Dweller, The) (2013)	0.70	Drama|Thriller
200000.00	3.055555556	6	0	Baghead (2008)	0.70	Comedy|Drama|Horror
35000000.00	3.362328319	12	0	Shipping News, The (2001)	0.70	Drama
50000000.00	3.705624834	12	0	Life Aquatic with Steve Zissou, The (2004)	0.70	Adventure|Comedy|Fantasy
100000000.00	2.683409437	6	0	Land of the Lost (2009)	0.70	Action|Adventure|Comedy|Sci-Fi
110000000.00	2.672371638	4	0	Home on the Range (2004)	0.70	Animation|Children|Comedy|Musical|Western
29000000.00	2.501968504	8	0	Serving Sara (2002)	0.69	Comedy|Romance
95000000.00	3.276986106	3	0	Road to El Dorado, The (2000)	0.69	Animation|Children
8000000.00	3.536900369	12	0	Anomalisa (2015)	0.69	Animation|Comedy|Fantasy
45000000.00	2.951351351	11	0	Love in the Time of Cholera (2007)	0.69	Drama|Romance
20000000.00	3.244047619	10	0	One Night with the King (2006)	0.69	Drama
50000000.00	3.744976816	9	0	Snowden (2016)	0.69	Drama|Thriller
80000000.00	2.705150977	11	0	Looney Tunes: Back in Action (2003)	0.68	Action|Animation|Children|Fantasy
40000000.00	2.606516291	9	0	Musketeer, The (2001)	0.68	Action|Adventure|Drama|Romance
115000000.00	2.895760599	6	0	Windtalkers (2002)	0.68	Action|Drama|War
7000000.00	3.392592593	12	0	Other Side of Heaven, The (2001)	0.67	Adventure|Drama
37000000.00	2.698333333	5	0	Aloha (2015)	0.67	Comedy|Drama|Romance
57000000.00	3.141327623	11	0	After the Sunset (2004)	0.67	Action|Adventure|Comedy|Crime|Thriller
75000000.00	2.633982948	6	0	Hollywood Homicide (2003)	0.67	Action|Crime|Drama
65000000.00	3.532394366	12	0	We Are Marshall (2006)	0.67	Drama
25000000.00	2.258426966	10	0	My Soul to Take (2010)	0.67	Horror|Thriller
40000000.00	3.528846154	7	0	Baahubali: The Beginning (2015)	0.67	Action|Drama
8000000.00	3.445945946	10	0	Wild Target (2010)	0.66	Comedy|Drama|Romance|Thriller
2100000.00	3.438208033	7	0	Bully (2001)	0.66	Crime|Drama|Thriller
25000000.00	2.814102564	7	0	Powerpuff Girls, The (2002)	0.66	Action|Animation|Children|Comedy
18000000.00	2.096491228	8	0	Getaway (2013)	0.66	Action|Crime
6400000.00	3.75136612	10	0	Damned United, The (2009)	0.66	Drama
35000000.00	3.280873971	4	0	Ella Enchanted (2004)	0.65	Comedy|Fantasy|Romance
110000000.00	2.890804598	6	0	Around the World in 80 Days (2004)	0.65	Adventure|Children|Comedy
60000000.00	3.198202181	11	0	Legend of Bagger Vance, The (2000)	0.65	Drama|Romance
45000000.00	3.328878559	1	0	Pledge, The (2001)	0.65	Crime|Drama|Mystery|Thriller
30000000.00	3.218894009	3	0	Dead Man Down (2013)	0.65	Action|Crime|Drama|Romance|Thriller
45000000.00	3.613386824	9	0	Across the Universe (2007)	0.65	Drama|Fantasy|Musical|Romance
60000000.00	2.379129129	12	0	Spirit, The (2008)	0.65	Action|Comedy|Fantasy|Thriller
3750000.00	3.725499524	11	0	Four Lions (2010)	0.65	Comedy|Drama
36000000.00	2.667995444	2	0	Reindeer Games (2000)	0.65	Action|Thriller
20000000.00	3.319444444	8	0	Bandslam (2009)	0.65	Comedy|Drama|Musical
22000000.00	2.533290653	4	0	Josie and the Pussycats (2001)	0.65	Comedy
62000000.00	2.041167665	6	0	Love Guru, The (2008)	0.65	Comedy
40000000.00	2.865384615	11	0	Billy Lynn's Long Halftime Walk (2016)	0.65	Drama|War
38000000.00	2.767573696	12	0	Joe Somebody (2001)	0.65	Comedy|Drama|Romance
65000000.00	3.175202156	10	0	Astro Boy (2009)	0.64	Action|Animation|Children|Sci-Fi
60000000.00	3.315028902	4	0	Soloist, The (2009)	0.64	Drama|Musical
26000000.00	2.923156802	8	0	Original Sin (2001)	0.64	Drama|Romance|Thriller
47000000.00	3.00173913	10	0	Riding in Cars with Boys (2001)	0.63	Comedy|Drama
40000000.00	3.210843373	2	0	Big Miracle (2012)	0.63	Drama|Romance
9200000.00	3.28125	11	0	Jab Tak Hai Jaan (2012)	0.63	Drama|Romance
500000.00	3.825	9	0	Other Dream Team, The (2012)	0.63	Documentary
17000000.00	2.130434783	8	0	Apparition, The (2012)	0.63	Horror|Thriller
30000000.00	3.578226858	12	0	Merchant of Venice, The (2004)	0.63	Drama
10000000.00	2.444444444	5	0	Deuces Wild (2002)	0.62	Drama
137000000.00	3.100943518	7	0	Final Fantasy: The Spirits Within (2001)	0.62	Adventure|Animation|Fantasy|Sci-Fi
15000000.00	2.95	5	0	Peeples (2013)	0.62	Comedy|Romance
20000000.00	2.885462555	8	0	Undisputed (2002)	0.62	Drama
20000000.00	3.441260745	11	0	I'm Not There (2007)	0.62	Drama
3000000.00	2.697265625	9	0	Tusk (2014)	0.62	Comedy|Drama|Horror
25000000.00	3.667010309	9	0	Greatest Game Ever Played, The (2005)	0.62	Drama
30000000.00	3.595766129	9	0	Unfinished Life, An (2005)	0.62	Drama
22000000.00	2.439344262	10	0	Little Vampire, The (2000)	0.62	Adventure|Children
130000000.00	2.758333333	7	0	R.I.P.D. (2013)	0.61	Action|Comedy|Fantasy
65000000.00	3.196504689	8	0	Sin City: A Dame to Kill For (2014)	0.61	Action|Crime|Thriller
100000000.00	1.250397456	2	0	Son of the Mask (2005)	0.60	Adventure|Children|Comedy|Fantasy
11000000.00	3.415492958	11	0	Copying Beethoven (2006)	0.60	Drama|Musical
30000000.00	3.100722674	1	0	Antitrust (2001)	0.60	Crime|Drama|Thriller
25000000.00	3.335365854	8	0	Possession (2002)	0.59	Drama|Romance
35000000.00	3.285019455	12	0	Walk Hard: The Dewey Cox Story (2007)	0.59	Comedy|Musical
65000000.00	3.187079408	11	0	Missing, The (2003)	0.59	Adventure|Thriller|Western
5600000.00	3.515212982	6	0	Sunshine State (2002)	0.59	Drama
15000000.00	2.963172805	8	0	Rocker, The (2008)	0.58	Comedy
28000000.00	2.842553191	2	0	Pride and Prejudice and Zombies (2016)	0.58	Comedy|Horror|Romance|Thriller
12000000.00	2.547619048	5	0	Screwed (2000)	0.58	Comedy
6000000.00	3.283641161	3	0	Veronica Mars (2014)	0.58	Comedy|Crime|Drama
50000000.00	3.673333333	2	0	Life of David Gale, The (2003)	0.58	Crime|Drama|Thriller
6000000.00	3.667782738	10	0	Shattered Glass (2003)	0.58	Crime|Drama
27500000.00	3.346320346	10	0	Anonymous (2011)	0.58	Drama
25000000.00	3.40857438	8	0	Hot Rod (2007)	0.57	Comedy
17000000.00	3.499369483	2	0	Running Scared (2006)	0.57	Action|Crime|Thriller
32000000.00	3.269915651	3	0	Repo Men (2010)	0.57	Action|Sci-Fi|Thriller
2000000.00	3.880573248	9	0	In the Shadow of the Moon (2007)	0.57	Documentary
23000000.00	2.346743295	8	0	Crew, The (2000)	0.57	Comedy
7500000.00	3.065789474	3	0	Men with Brooms (2002)	0.57	Comedy|Drama|Romance
30000000.00	2.418786693	4	0	Godsend (2004)	0.56	Drama|Horror|Thriller
78000000.00	2.38023088	8	0	Exorcist: The Beginning (2004)	0.56	Horror|Thriller
40000000.00	2.998487141	9	0	City by the Sea (2002)	0.56	Crime|Drama
25000000.00	2.410971223	9	0	Stealing Harvard (2002)	0.56	Comedy|Crime
15000000.00	3.607206012	5	0	Importance of Being Earnest, The (2002)	0.56	Comedy|Drama|Romance
70000000.00	4.007175473	5	0	Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010)	0.56	Action|Crime|Drama
26000000.00	2.569902913	2	0	Welcome to Mooseport (2004)	0.56	Comedy
9500000.00	3.319480519	3	0	Runaways, The (2010)	0.56	Drama|Musical
17000000.00	3.350247525	10	0	Veronica Guerin (2003)	0.56	Crime|Drama|Thriller
6000000.00	3.522504892	7	0	Wackness, The (2008)	0.56	Comedy|Drama|Romance
138000000.00	2.514959724	7	0	Stealth (2005)	0.55	Action|Adventure|Sci-Fi|Thriller
7500000.00	1.654255319	2	0	Witless Protection (2008)	0.55	Comedy
1000000.00	3.735294118	12	0	Heli (2013)	0.55	Crime|Drama
35000000.00	2.783042394	9	0	Bandidas (2006)	0.55	Action|Comedy|Crime|Western
1000000.00	3	10	0	23 Blast (2014)	0.55	Drama
15000000.00	2.755102041	5	0	Hoot (2006)	0.55	Children|Comedy
9000000.00	3.185015291	8	0	Hamlet 2 (2008)	0.55	Comedy
19000000.00	3.220640569	10	0	Sex Drive (2008)	0.55	Comedy
10000000.00	3.521212121	3	0	Everybody Wants Some (2016)	0.54	Comedy
1600000.00	3.510465116	9	0	Two Night Stand (2014)	0.54	Comedy|Romance
28500000.00	3.560833333	3	0	Jacket, The (2005)	0.54	Drama|Mystery|Sci-Fi|Thriller
11000000.00	2.778584392	2	0	Slackers (2002)	0.54	Comedy
41000000.00	2.625889047	8	0	Medallion, The (2003)	0.54	Action|Comedy|Crime|Fantasy
23000000.00	3.125448029	1	0	Chasing Liberty (2004)	0.53	Comedy|Romance
4500000.00	3.363636364	8	0	Mozart's Sister (Nannerl, la soeur de Mozart) (2011)	0.53	Drama|Romance
9000000.00	3.552429221	9	0	Igby Goes Down (2002)	0.53	Comedy|Drama
40000000.00	2.374576271	5	0	New York Minute (2004)	0.53	Action|Adventure|Comedy
15000000.00	3.138554217	8	0	Centurion (2010)	0.53	Action|Adventure|Drama|Thriller|War
35000000.00	2.810344828	3	0	Sabotage (2014)	0.53	Action|Crime|Drama
50000000.00	3.059262511	8	0	Blood Work (2002)	0.52	Crime|Drama|Mystery|Thriller
50000000.00	2.666906475	4	0	Your Highness (2011)	0.52	Action|Adventure|Comedy|Fantasy
40000000.00	3.004761905	3	0	Thousand Words, A (2012)	0.52	Comedy|Drama
72000000.00	3.19738652	12	0	Majestic, The (2001)	0.52	Comedy|Drama|Romance
40000000.00	2.709497207	10	0	Stormbreaker (Alex Rider: Operation Stormbreaker) (2006)	0.52	Action|Children
24000000.00	2.433628319	4	0	Ready to Rumble (2000)	0.52	Comedy
10000000.00	3.396907216	12	0	House of Mirth, The (2000)	0.51	Romance
25000000.00	3.083955224	4	0	Deception (2008)	0.51	Action|Drama|Thriller
55000000.00	2.246402878	7	0	Thunderbirds (2004)	0.51	Action|Adventure|Fantasy|Sci-Fi
23000000.00	3.173913043	8	0	Longshots, The (2008)	0.51	Drama
30000000.00	2.668217054	6	0	Alex and Emma (2003)	0.51	Comedy|Drama|Romance
31000000.00	3.103053435	1	0	Extraordinary Measures (2010)	0.51	Drama
30000000.00	3.63195835	9	0	Assassination of Jesse James by the Coward Robert Ford, The (2007)	0.51	Crime|Drama|Western
38000000.00	2.967213115	9	0	Rock Star (2001)	0.51	Comedy|Drama|Musical
16000000.00	3.495356037	10	0	Things We Lost in the Fire (2007)	0.51	Drama|Romance
60000000.00	2.803986711	1	0	Mortdecai (2015)	0.51	Adventure|Comedy|Mystery|Romance
17000000.00	3.686619718	12	0	Illusionist, The (L'illusionniste) (2010)	0.51	Animation
70000000.00	2.223709369	3	0	Basic Instinct 2 (2006)	0.51	Crime|Drama|Mystery|Thriller
18000000.00	3.14893617	9	0	Metallica: Through the Never (2013)	0.50	Action|Musical|IMAX
8500000.00	1.14109589	9	0	Glitter (2001)	0.50	Drama|Musical|Romance
80000000.00	3.008321775	8	0	Invasion, The (2007)	0.50	Action|Drama|Horror|Sci-Fi|Thriller
60000000.00	2.970520231	2	0	Dragonfly (2002)	0.50	Drama|Fantasy|Mystery|Romance|Thriller
4000000.00	3.382075472	6	0	Art of Getting By, The (2011)	0.50	Drama|Romance
13000000.00	3.41586748	7	0	Attack the Block (2011)	0.50	Action|Comedy|Sci-Fi
25000000.00	3.361477573	11	0	Bad Lieutenant: Port of Call New Orleans (2009)	0.50	Crime|Drama
4000000.00	3.199115044	9	0	Red State (2011)	0.50	Action|Crime|Horror|Thriller
1200000.00	3.105263158	4	0	Blue Like Jazz (2012)	0.50	Comedy|Drama
40000000.00	2.911392405	10	0	Amelia (2009)	0.49	Drama
75000000.00	3.273282797	6	0	Titan A.E. (2000)	0.49	Action|Adventure|Animation|Children|Sci-Fi
25000000.00	2.616242038	10	0	Abandon (2002)	0.49	Drama|Thriller
27000000.00	2	6	0	Honeymooners, The (2005)	0.49	Comedy
40000000.00	2.376734694	10	0	Get Carter (2000)	0.49	Action|Drama|Thriller
21000000.00	3.688250429	6	0	Away We Go (2009)	0.48	Comedy|Drama|Romance
35000000.00	3.130411255	11	0	Femme Fatale (2002)	0.48	Crime|Thriller
4000000.00	3.428892216	9	0	Thumbsucker (2005)	0.48	Comedy|Drama
45000000.00	3.111394558	10	0	Rum Diary, The (2011)	0.48	Comedy|Drama|Thriller
20000000.00	3.110062893	6	0	Popstar: Never Stop Never Stopping (2016)	0.48	Comedy
7500000.00	3.095607235	6	0	The Neon Demon (2016)	0.47	Drama|Horror|Mystery
5000000.00	1.712121212	10	0	Jem and the Holograms (2015)	0.47	Adventure|Comedy|Drama|Fantasy
70000000.00	3.162754304	2	0	Hart's War (2002)	0.47	Drama|War
10000000.00	3.239085239	3	0	Jeff, Who Lives at Home (2012)	0.47	Comedy|Drama
38000000.00	3.425709516	10	0	City of Ember (2008)	0.47	Adventure|Children|Sci-Fi
10000000.00	1.9	10	0	On the Line (2001)	0.47	Comedy|Romance
1800000.00	3.324324324	8	0	Higher Ground (2011)	0.47	Drama
6500000.00	3.409395973	5	0	East, The (2013)	0.47	Drama
50000000.00	3.528225806	6	0	Free State of Jones (2016)	0.46	Action|Drama|Thriller
12000000.00	3.052301255	11	0	For Your Consideration (2006)	0.46	Comedy
76000000.00	2.216300056	6	0	Adventures of Rocky and Bullwinkle, The (2000)	0.46	Adventure|Animation|Children|Comedy|Fantasy
20000000.00	3.493622449	12	0	Everybody's Fine (2009)	0.46	Drama
50000000.00	3.029313233	10	0	Domino (2005)	0.46	Crime|Drama|Thriller
75000000.00	2.97241784	12	0	Flight of the Phoenix (2004)	0.45	Action|Adventure
15000000.00	3.349407783	10	0	Autómata (Automata) (2014)	0.45	Sci-Fi|Thriller
25000000.00	3.065217391	9	0	Straw Dogs (2011)	0.45	Thriller
25000000.00	3.183246073	3	0	Stop-Loss (2008)	0.45	Drama|War
7500000.00	3.5	11	0	The Work and the Glory (2004)	0.45	Drama|Romance
52000000.00	2.822687787	4	0	Bulletproof Monk (2003)	0.44	Action|Adventure|Sci-Fi
35000000.00	2.786610879	9	0	Bait (2000)	0.44	Action|Comedy
50000000.00	2.883587786	2	0	Man of the House (2005)	0.44	Action|Comedy
35000000.00	3.606293706	11	0	Fountain, The (2006)	0.44	Drama|Fantasy|Romance
15000000.00	2.557017544	8	0	Post Grad (2009)	0.44	Comedy
15000000.00	2.780851064	1	0	Blood and Chocolate (2007)	0.44	Drama|Fantasy|Horror|Romance
9000000.00	2.688679245	6	0	Gracie (2007)	0.44	Drama
1800000.00	3.21	4	0	Greatest Movie Ever Sold, The (POM Wonderful Presents: The Greatest Movie Ever Sold) (2011)	0.44	Documentary
16800000.00	3.045454545	3	0	The Young Messiah (2016)	0.44	Drama
70000.00	3.264150943	7	0	Happy Christmas (2014)	0.43	Comedy|Drama
24200000.00	3.333333333	11	0	Dangerous Liaisons (2012)	0.43	Drama|Mystery|Romance
28000000.00	3.18558952	10	0	How to Lose Friends & Alienate People (2008)	0.43	Comedy
1000000.00	2.684210526	5	0	Luminarias (2000)	0.43	Comedy|Romance
40000000.00	3.449864499	9	0	Pandorum (2009)	0.43	Horror|Sci-Fi|Thriller
15000000.00	3.330071174	7	0	Transsiberian (2008)	0.43	Crime|Drama|Thriller
900000.00	1.5	8	0	Quiet Flows The Don (2006)	0.42	Drama
6000000.00	2.951845907	11	0	Novocaine (2001)	0.42	Comedy|Crime|Mystery|Thriller
34000000.00	2.49246988	5	0	I Dreamed of Africa (2000)	0.42	Drama
80000000.00	2.768725681	11	0	Red Planet (2000)	0.42	Action|Sci-Fi|Thriller
17500000.00	2	11	0	Black Nativity (2013)	0.42	Drama|Musical
20000000.00	3.531914894	10	0	Chasing Mavericks (2012)	0.42	Drama
20000000.00	3.443336355	9	0	Proof (2005)	0.41	Drama
120000000.00	2.800309598	12	0	How Do You Know (2010)	0.41	Comedy|Drama|Romance
16000000.00	2.848203222	9	0	Duets (2000)	0.41	Comedy|Drama
14000000.00	3.38	10	0	Catch a Fire (2006)	0.41	Drama|Thriller
20000000.00	3.575	5	0	Children of Huang Shi, The (2008)	0.41	Drama|War
65000000.00	3.417197452	9	0	Oliver Twist (2005)	0.41	Drama
12000000.00	0.995689655	6	0	From Justin to Kelly (2003)	0.41	Musical|Romance
20000000.00	1.505514706	1	0	Alone in the Dark (2005)	0.41	Action|Horror|Sci-Fi|Thriller
8000000.00	2.873417722	4	0	Pathology (2008)	0.41	Crime|Horror|Thriller
20000000.00	2.3875	1	0	Code Name: The Cleaner (2007)	0.41	Action|Comedy|Crime
40000000.00	2.86036036	8	0	Paranoia (2013)	0.40	Drama|Thriller
40000000.00	2.79844098	4	0	Just Visiting (2001)	0.40	Comedy|Fantasy
45000000.00	2.904359431	12	0	All the Pretty Horses (2000)	0.40	Drama|Romance|Western
20000000.00	3.131578947	4	0	Connie and Carla (2004)	0.40	Comedy
